ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9802886;WIDE JEANS BELT G.N.H.;40;94005;205;201701;0;12;31/07/06;22/11/19;3;1;12;7322622664518,7322622664549,7322622667007,7322622667045,7322622667069,7322622674708,7322622674715,7322629565436,7322629565443,7322629565450,7322629565467,7322629565474,7322629565481
9806624;G.N.H. WIDE JEANS BELT;40;94005;205;201801;149,88;0;16/01/08;22/11/19;3;;;7322625964431,7322625964448,7322625964455,7322625964462,7322625964479
9811629;WIDE JEANS BELT;40;94005;205;201803;175,49;21;19/01/10;07/11/19;3;1|20;14|7;0200001010064,0200001019586,7322627079799,7322627079805,7322627079812,7322627079829,7322627079836,7322627079843,7322627079850
9802887;WIDE JEANS BELT G.N.H.;40;94005;5;201603;0;16;31/07/06;22/11/19;3;1;16;0200001109287,0200001109294,7322622662453,7322622664341,7322622664426,7322622666987,7322622677457,7322622677471,7322622677495
9806625;G.N.H. WIDE JEANS BELT;40;94005;5;201801;149,88;0;16/01/08;22/11/19;3;;;7322625964332,7322625964349,7322625964356,7322625964363,7322625964370
9813818;WIDE JEANS BELT;40;94005;5;201803;175,49;28;08/07/10;07/11/19;3;1|20;15|13;0200001000058,0200001000065,7322627079690,7322627079706,7322627079713,7322627079720,7322627079737,7322627079744,7322627079751,7322627079768
9823411;WIDE SUEDE BELT G.N.H.;40;94006;205;201603;0;0;09/02/12;22/11/19;2;;;0200001103070,0200001103087,7322622663603,7322622663627,7322622663689,7322622667274
9806626;WIDE SUEDE BELT;40;94006;205;201901;0;12;16/01/08;05/03/20;2;1;12;7322621227622,7322621227639,7322625964929,7322625964936,7322625964943,7322625964950,7322625964967
9823412;WIDE SUEDE BELT G.N.H.;40;94006;215;201603;0;0;09/02/12;22/11/19;3;;;0200001102974,0200001102981,7322622663696,7322622667366,7322622667403,7322622667465
9805154;G.N.H. WIDE SUEDE BELT;40;94006;215;201703;0;0;08/08/07;22/11/19;3;;;7322623818163,7322623818170,7322623818187,7322623818194,7322623818200,7322623818217,7322623818224
9808111;WIDE SUEDE BELT;40;94006;215;201803;0;0;03/07/08;22/11/19;3;;;7322627080290,7322627080306,7322627080313,7322627080320,7322627080337
9805155;G.N.H. WIDE SUEDE BELT;40;94006;5;201703;0;0;08/08/07;22/11/19;2;;;7322623817968,7322623817975,7322623817982,7322623817999,7322623818002,7322623818019,7322623818026
9808112;WIDE SUEDE BELT;40;94006;5;201901;0;0;03/07/08;05/03/20;2;;;7322621227554,7322627080092,7322627080108,7322627080115,7322627080122,7322627080139
9806628;CROCO BELT;40;94007;5;201801;0;0;16/01/08;22/11/19;2;;;7322625965148,7322625965247,7322625965254,7322625965261
9802889;E.G. CROCO BELT;40;94007;5;201803;0;1;31/07/06;22/11/19;2;1;1;7322620150402,7322620150440,7322620150488,7322620150525,7322620150563,7322620150594,7322622663733,7322622663757,7322622663764,7322622663788,7322622667496,7322622667526,7322622668752,7322622668837,7322623818279,7322623818286,7322623818293,7322623818309,7322623818316,7322627080405,7322627080412,7322627080429,7322627080436,7322627080443,7322627080450,7322629565924,7322629565931,7322629565948,7322629565955,7322629565962,7322629565979,7322629565986
9810343;WIDE SUEDE BELT;40;94010;205;201201;125,08;39;06/07/09;05/03/20;2;1;39;0200001012891,0200001034534,7322620152215,7322620152253,7322620152291,7322620152338,7322620152376,7322620152413,7322620152451
9802890;PATCHWORK SUEDE BELT G.N.H;40;94010;205;201603;0;0;31/07/06;22/11/19;2;;;7322622663924,7322622664075,7322622664105,7322622664129,7322622667625,7322622669070,7322622669117
9812111;ESSENTIAL WEBBING BELT;40;94067;110;200001;0;0;23/02/10;22/11/19;2;;;7322624119160,7322624119177
9809563;COLLECTION WEBBING BELT;40;94067;110;201901;0;0;11/02/09;07/11/19;2;;;7322621220753,7322621220760
9807259;E.G. WEBBING BELT;40;94067;410;201801;0;0;20/02/08;22/11/19;3;;;7322626798554,7322626799827
9808746;ELLIOT WEBBING BELT;40;94067;410;201803;0;0;18/09/08;22/11/19;3;;;7322621375828,7322621375835
9809564;COLLECTION WEBBING BELT;40;94067;410;201901;0;0;11/02/09;07/11/19;3;;;7322621220777,7322621220852
9833357;REVERSIBLE SUIT BELT;40;94124;5;201503;165,16;1;16/07/14;05/03/20;2;14;1;7332972264863,7332972264870,7332972264887,7332972264894,7332972264900,7332972264917,7332972264924,7332972264931,7332972264948
9804481;SNAKE BITE BELT RUGGER;40;94124;5;201701;0;0;22/02/07;22/11/19;2;;;7322629566358,7322629566365,7322629566372,7322629566389,7322629566396
9833352;REVERSIBLE GIFT SET BELT;40;94132;5;201503;132,03;14;16/07/14;07/11/19;2;20;14;7332972264160,7332972264177,7332972264184,7332972264191,7332972264207,7332972264214,7332972264221
9804484;FLAT BRAID BELT RUGGER ;40;94132;5;201701;0;1;22/02/07;22/11/19;2;1;1;7322629561438,7322629561445,7322629561452,7322629561469,7322629561476
9810314;NEW PLAIN  LEATHER BELT;40;94150;205;201201;137,12;52;06/07/09;05/03/20;2;1|20;51|1;0200001000126,0200001013119,7322620152901,7322620152994,7322620153007,7322620153038,7322620153045,7322620153069,7322620153083
9809200;NEW PLAIN LEATHER  BELT;40;94150;205;201901;0;0;15/01/09;07/11/19;2;;;7322621228421,7322621228445,7322621228452,7322621228469,7322621228476,7322621228490,7322621228506
9810315;NEW PLAIN LEATHER BELT;40;94150;5;201201;137,12;41;06/07/09;07/11/19;3;1|20;40|1;0200001012853,0200001031168,7322620152543,7322620152550,7322620152574,7322620152598,7322620152611,7322620152635,7322620152659
9807798;NEW PLAIN LEATHER BELT;40;94150;5;201803;0;0;22/05/08;22/11/19;3;;;7322627081099,7322627081105,7322627081136,7322627081174,7322627081204,7322627081211,7322627081228,7322627081235
9809201;NEW PLAIN LEATHER  BELT;40;94150;5;201901;0;0;15/01/09;07/11/19;3;;;7322621228308,7322621228322,7322621228339,7322621228346,7322621228353,7322621228360,7322621228377
9814750;NEW PLAIN BELT;40;94150;814;201803;0;0;10/09/10;05/03/20;2;;;7322620011482,7322620011703,7322620011727
9809202;NEW PLAIN LEATHER  BELT;40;94150;814;201901;0;0;15/01/09;07/11/19;2;;;7322621228544,7322621228551,7322621228568,7322621228612,7322621228629,7322621228636,7322621228643
9811654;GANT BUCKLE BELT;40;94154;205;201201;122,3;10;20/01/10;07/11/19;2;1;10;0200001035340,0200001035357,7322620012144,7322620012182,7322620012304,7322620012342,7322620012380,7322620012427,7322620012465,7322625966213,7322625966220,7322625966237,7322625966244,7322625966268
